duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,label
0.0,32046.717769487743,90.66105979606996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,401.0,0.8287893449900554,0.01675973151147563,0.9192613556472936,0.04674771134938427,252.0,205.0,DoS
0.0,49203.580217942144,94.54679020810414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,474.0,503.0,0.8637478777840759,0.0028894042356316985,0.9708721439432294,0.02716785102359029,202.0,220.0,DoS
5.036314093035293,6471.243994491493,4540.590092527121,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,19.0,0.09072657128148177,0.041322267749177126,0.8312480292210206,0.06111633627916309,71.0,147.0,Normal
0.0,43651.608757110764,57.54391483997116,0.0,2.0,0.0,0.0,0.0,0.0,0.0,410.0,500.0,0.9655490759893598,0.032248040606004634,0.9838549744962048,0.04548706989205651,226.0,252.0,DoS
0.0,48.67429264238776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.012510398170243187,0.9037485361014459,0.04534998620947922,0.9745782570975272,11.0,205.0,PortScan
0.0,75416.41059840153,219.18376903691012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,454.0,0.8261406203971967,0.03372108724538062,0.9545575089858251,0.04413963509974366,219.0,212.0,DoS
0.7851251900274089,3035.3928392453704,3669.192656265194,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,25.0,0.09211584939341166,0.03323371802203223,0.9722814363108363,0.02809478257997007,70.0,144.0,Normal
3.3163749394672246,1074.748616654842,2556.0234821215354,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,22.0,0.06927815064283437,0.003757288584461016,0.9530339219317027,0.020302966523311396,102.0,211.0,Normal
0.0,87.94060736215286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0330043942300576,0.9366447437199854,0.073006913285169,0.9279592308877525,18.0,236.0,PortScan
0.0,47254.905923772305,121.83329250812493,0.0,2.0,0.0,0.0,0.0,0.0,0.0,460.0,457.0,0.8441409407512648,0.05632205452527055,0.9176430536939116,0.011220013334659546,239.0,212.0,DoS
0.2599579190428011,7437.9415795873265,4757.53163241065,0.0,0.0,0.0,4.0,0.0,1.0,0.0,8.0,44.0,0.01107056888065109,0.05934860053966702,0.9612833348037582,0.012134415694036216,228.0,206.0,Normal
0.0,53229.322148383435,129.01116248261948,0.0,1.0,0.0,0.0,0.0,0.0,0.0,484.0,442.0,0.8980403561675095,0.0770457949520088,0.9695788588981971,0.02874675740458968,254.0,219.0,DoS
0.0,54737.15026538926,183.68598837413234,0.0,2.0,0.0,0.0,0.0,0.0,0.0,492.0,505.0,0.8976619181263561,0.009892348074633885,0.9487261269984489,0.046447914398878576,202.0,229.0,DoS
0.0,198.26113222008271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0319490804914736,0.8952743945457304,0.02736714736395758,0.9916920090696941,4.0,235.0,PortScan
0.0,77.55953980340452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0155936988658831,0.9014530323276491,0.09836760742323494,0.9169813389037733,11.0,247.0,PortScan
0.0,79.14856910780024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.013339123717581404,0.8835856559643465,0.053908369853760824,0.9737582467048191,13.0,218.0,PortScan
2.017424674301534,993.772614507608,844.5975363791031,0.0,0.0,0.0,18.0,3.0,0.0,1.0,14.0,59.0,0.10503966960992492,0.8988737474419656,0.9447281584822597,0.019951243414199085,28.0,21.0,BruteForce
0.0,102.6190022148604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.07828612123565032,0.8533728250614594,0.09878752305803078,0.9787528265107771,15.0,246.0,PortScan
0.0,42837.74990576984,173.92438255743167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,498.0,400.0,0.9073620588112816,0.034355425086950074,0.9497966772440112,0.048595572087496736,205.0,203.0,DoS
0.0,56587.60857824107,98.12275210380042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,423.0,443.0,0.8110941390278793,0.018929103498580114,0.9217582182833971,0.028586835378598397,201.0,244.0,DoS
0.0,50305.775480135766,144.4571513783685,0.0,2.0,0.0,0.0,0.0,0.0,0.0,467.0,421.0,0.9878636730098446,0.06905896751203479,0.9871113568916706,0.0017542394862216039,206.0,252.0,DoS
0.0,96.38615931995591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.09124521417029217,0.8885525983661693,0.08489938621348551,0.970929122582848,3.0,201.0,PortScan
4.642899782930627,526.3360325950886,586.0546704897487,0.0,0.0,0.0,15.0,4.0,0.0,0.0,53.0,36.0,0.17007361988545644,0.8200463982116177,0.9948858196863761,0.013636883579313742,17.0,4.0,BruteForce
5.577669049136286,981.7629278459734,689.0597082143217,0.0,0.0,0.0,12.0,8.0,0.0,2.0,25.0,49.0,0.22585160130543494,0.8590336468087763,0.9327132354972297,0.045157272030562357,23.0,23.0,BruteForce
0.03655236081299447,4042.3250879831917,3928.9439461833463,0.0,0.0,0.0,4.0,0.0,1.0,0.0,43.0,38.0,0.07915750963929913,0.07999481482923824,0.864900956124002,0.03984034149271385,207.0,198.0,Normal
0.0,41115.280333300754,75.90697425064273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,504.0,0.892518605448894,0.014869381066578547,0.9492867978838415,0.04217829655417646,209.0,233.0,DoS
1.9513987797535681,693.601009675105,317.6953446697422,0.0,0.0,0.0,16.0,7.0,0.0,0.0,85.0,79.0,0.11459265783115309,0.6390736711211236,0.9269184870809385,0.0492946833816526,15.0,9.0,BruteForce
0.0,49607.40316124751,135.24321384072016,1.0,2.0,0.0,0.0,0.0,0.0,0.0,502.0,454.0,0.9729003256586903,0.03674119425853156,0.9903143939396845,0.00791256129789944,219.0,250.0,DoS
2.724736123736823,5843.173221228912,5508.886767694625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,18.0,0.06952789013674103,0.004019869125787656,0.8131881776118575,0.07515215980912537,207.0,52.0,Normal
0.0,65744.91300465196,132.84247621648265,0.0,2.0,0.0,0.0,0.0,0.0,0.0,474.0,417.0,0.8515027930957237,0.03472723818654734,0.9013001899813041,0.03540695680839794,232.0,241.0,DoS
3.6514362216368856,7225.3767499798505,5793.220976238218,0.0,0.0,0.0,2.0,0.0,1.0,0.0,41.0,24.0,0.06676739510082869,0.05134229336484748,0.9319405879120515,0.0931680995620966,168.0,201.0,Normal
2.2811538469931465,1499.9731594791315,486.09712870311967,0.0,0.0,0.0,11.0,7.0,0.0,2.0,51.0,54.0,0.020861991407558723,0.6163677322732413,0.9579118575575454,0.0536257791045972,28.0,26.0,BruteForce
